Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key
"Treasure of the Gold Dragon: Dragon Masters, Book 12",Tracey West,4.9,4.9,400.0,5.993961427306569,164.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"treasure of the gold dragon: dragon masters, book 12",tracey west
"Tree House Mystery: The Boxcar Children Mysteries, Book 14",Gertrude Chandler Warner,4.7,4.7,7.0,2.0794415416798357,301.0,"The Alden children are helping their neighbors build a tree house. From the tree house, the children discover they can see into the attic of the house next door...and they notice a window that not even their neighbors know about! Does the old house have a secret?",Unknown,Unknown,,Unknown,,Both,1,0,0,"tree house mystery: the boxcar children mysteries, book 14",gertrude chandler warner
Tribe of Mentors: Short Life Advice from the Best in the World,Tim Ferriss,4.5,4.5,1309.0,7.177782416195197,1338.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,tribe of mentors: short life advice from the best in the world,tim ferriss
Triggers: Creating Behavior That Lasts - Becoming the Person You Want to Be,Marshall Goldsmith,4.5,4.5,383.0,5.950642552587727,879.0,"In business, the right behaviors matter. But getting it right is tricky. Even when we acknowledge the need to change what we do and how we do it, life has a habit of getting in the way, upsetting even the best-laid plans. And just how do we manage those situations that can provoke even the most rational among us into behaving in ways we would rather forget?",Business Decision Making & Problem Solving | Investing & Trading | Personal Finance,",#3,854 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#49 in Business Decision Making & Problem Solving,#102 in Investing & Trading,#113 in Personal Finance",3854.0,6 hours and 36 minutes,396.0,Both,1,1,1,triggers: creating behavior that lasts - becoming the person you want to be,marshall goldsmith
Trinity,Leon Uris,4.5,4.5,274.0,5.616771097666572,1005.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,trinity,leon uris
"Tripwire: Jack Reacher, Book 3",Lee Child,4.5,4.5,5833.0,8.671458150427666,1093.0,Brought to you by Penguin.,Crime Thrillers | Suspense | Mysteries,",#938 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Crime Thrillers,#19 in Suspense,#30 in Mysteries",938.0,15 hours and 46 minutes,946.0,Both,1,1,1,"tripwire: jack reacher, book 3",lee child
Trixie and Katya’s Guide to Modern Womanhood,Trixie Mattel,4.8,4.8,205.0,5.327876168789581,888.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,trixie and katya’s guide to modern womanhood,trixie mattel
Trollhunters,Guillermo del Toro,4.5,4.5,176.0,5.176149732573829,797.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,trollhunters,guillermo del toro
Trouble in Mind,Jeffery Deaver,4.3,4.3,116.0,4.762173934797756,990.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,trouble in mind,jeffery deaver
True Colours: My Life,Adam Gilchrist,4.5,4.5,32.0,3.4965075614664802,1171.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,true colours: my life,adam gilchrist
True Love: A Practice for Awakening the Heart,Thich Nhat Hanh,4.8,4.8,577.0,6.359573868672378,377.0,"Love might not be what we think it is. We all seek the happiness that comes from loving and being loved, yet we often find ourselves dissatisfied in our relationships and unable to grasp the cause. Thich Nhat Hanh here shows the way to overcome our recurrent obstacles to love - by learning to be mindful, open, and present with ourselves and others. As he explains, ""training is needed in order to love properly; and to be able to give happiness and joy, you must practice deep looking directed toward the person you love. Because if you do not understand this person, you cannot love properly. Understanding is the essence of love.""",Tibetan Buddhism | Zen Buddhism | Buddhist Philosophy & Practice,",#2,373 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Tibetan Buddhism,#10 in Zen Buddhism,#15 in Buddhist Philosophy & Practice",2373.0,1 hour and 28 minutes,88.0,Both,1,1,1,true love: a practice for awakening the heart,thich nhat hanh
True Wealth,T. Harv Eker,,4.5,0.0,0.0,703.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,true wealth,t. harv eker
Trump: The Art of the Deal,Donald J. Trump,4.6,4.6,4893.0,8.495765244002618,1005.0,President-elect Donald J. Trump lays out his professional and personal worldview in this classic work—a firsthand account of the rise of America's foremost deal-maker.,Negotiating | Biographies of Celebrities & Entertainment Professionals | Biographies of Business Leaders,",#3,631 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Negotiating,#34 in Biographies of Celebrities & Entertainment Professionals,#53 in Biographies of Business Leaders",3631.0,9 hours and 59 minutes,599.0,Advanced Only,1,1,1,trump: the art of the deal,donald j. trump
"Trunk Music: Harry Bosch Series, Book 5",Michael Connelly,4.7,4.7,2000.0,7.601402334583733,913.0,"But the LAPD's organized crime unit is curiously uninterested, and when Harry follows a trail of gambling debts to Las Vegas, the case suddenly becomes more complex - and much more personal. A rekindled romance with an old girlfriend opens new perspectives on the murder, and he begins to glimpse a shocking triangle of corruption and collusion. Yanked off the case, Harry himself is soon the one being investigated. But only a bullet can stop Harry when he's searching for the truth.",Legal Thrillers | Police Procedural Mysteries | Crime Thrillers,",#4,680 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Legal Thrillers,#19 in Police Procedural Mysteries,#74 in Crime Thrillers",4680.0,12 hours and 41 minutes,761.0,Both,1,1,1,"trunk music: harry bosch series, book 5",michael connelly
"Trust No One: The 39 Clues: Cahills vs. Vespers, Book 5",Linda Sue Park,4.7,4.7,145.0,4.983606621708336,586.0,"A surprising twist brings Amy and Dan back to New England for their first mission on U.S. soil since the beginning of the Clue hunt. But being close to home is anything but a comfort. The siblings have learned that there's a mole in the Cahill organization.... And the traitor is one of their closest confidantes. However, this betrayal is overshadowed when Amy and Dan make an even more devastating discovery: the truth about the Vespers' real plan. Burdened with this terrifying information, Amy and Dan are forced to ask an impossible question: Is it more important to save the hostages...or stop the Vespers?",Ancient Historical Fiction for Children | Historical Action & Adventure for Children | Fiction on Siblings for Children,",#3,390 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Ancient Historical Fiction for Children,#8 in Historical Action & Adventure for Children,#9 in Fiction on Siblings for Children",3390.0,4 hours and 41 minutes,281.0,Both,1,1,1,"trust no one: the 39 clues: cahills vs. vespers, book 5",linda sue park
Trust Your Vibes: Secret Tools for Six-Sensory Living,Sonia Choquette,4.7,4.7,261.0,5.568344503761097,1406.0,"With the techniques presented in this program, you'll shift your identity from being ego based; become attuned to the unseen world; and learn to live in a higher, more harmonious way.",Unknown,Unknown,,Unknown,,Both,1,0,0,trust your vibes: secret tools for six-sensory living,sonia choquette
Truth Eternal,Ram Chandra of Fatehgarh,4.9,4.9,96.0,4.574710978503383,668.0,Truth Eternal - The Heartfulness Way Series,Spiritualism | Spirituality | Spirituality (Books),",#1,621 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Spiritualism,#85 in Spirituality (Audible Audiobooks & Originals),#263 in Spirituality (Books)",1621.0,5 hours and 5 minutes,305.0,Both,1,1,1,truth eternal,ram chandra of fatehgarh
"Try Softer: A Fresh Approach to Move Us out of Anxiety, Stress, and Survival Mode-and into a Life of Connection and Joy",Aundi Kolber,4.9,4.9,291.0,5.676753802268282,586.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"try softer: a fresh approach to move us out of anxiety, stress, and survival mode-and into a life of connection and joy",aundi kolber
"Trying to Score: Hot Jocks, Book 3",Kendall Ryan,4.6,4.6,254.0,5.541263545158426,668.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"trying to score: hot jocks, book 3",kendall ryan
Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,4.7,4.7,1676.0,7.424761761823209,656.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,turn the ship around!: a true story of turning followers into leaders,l. david marquet
Turning Points: A Journey Through Challenges,A.P.J. Abdul Kalam,4.6,4.6,985.0,6.893656354602635,668.0,"It was like any other day on the Anna University campus in Chennai. I had delivered a lecture, 'Vision to Mission', and the session got extended from one hour to two. I had lunch with a group of research students and went back to class.",Biographies of Politicians | Biographies & Autobiographies (Books),",#692 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Biographies of Politicians,#832 in Biographies & Autobiographies (Books)",692.0,5 hours and 36 minutes,336.0,Both,1,1,1,turning points: a journey through challenges,a.p.j. abdul kalam
Turning Pro: Tap Your Inner Power and Create Your Life's Work,Steven Pressfield,4.5,4.5,979.0,6.887552571664617,233.0,,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,turning pro: tap your inner power and create your life's work,steven pressfield
Turning the Flywheel: A Monograph to Accompany Good to Great,Jim Collins,4.6,4.6,176.0,5.176149732573829,615.0,Random House presents the audiobook edition of Turning the Flywheel by Jim Collins.,Unknown,Unknown,,Unknown,,Both,1,0,0,turning the flywheel: a monograph to accompany good to great,jim collins
Turtles All the Way Down,John Green,4.4,4.4,3550.0,8.174984532943087,683.0,"Penguin presents the audiobook edition of Turtles All the Way Down by John Green, read by Kate Rudd.",Fiction on Friendship for Teens | Literary Fiction for Teens | Fiction on Mental Illness for Teens,",#1,051 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fiction on Friendship for Teens,#1 in Literary Fiction for Teens,#1 in Fiction on Mental Illness for Teens",1051.0,7 hours and 11 minutes,431.0,Both,1,1,1,turtles all the way down,john green
Twelve Against the Gods,William Bolitho,4.0,4.0,37.0,3.6375861597263857,873.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,twelve against the gods,william bolitho
Twelve Red Herrings,Alec McCowen,4.2,4.2,350.0,5.860786223465865,323.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,twelve red herrings,alec mccowen
Twenty Thousand Leagues Under the Sea,Jules Verne,4.5,4.5,1136.0,7.036148493750536,1003.0,Jules Verne’s classic underwater tale.,Unknown,Unknown,,Unknown,,Both,1,0,0,twenty thousand leagues under the sea,jules verne
Twilight of Democracy: The Failure of Politics and the Parting of Friends,Anne Applebaum,4.5,4.5,55.0,4.02535169073515,888.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,twilight of democracy: the failure of politics and the parting of friends,anne applebaum
Twisted Palace,Erin Watt,4.5,4.5,725.0,6.587550014824796,836.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,twisted palace,erin watt
Two Awesome Hours: Science-Based Strategies to Harness Your Best Time and Get Your Most Important Work Done,Josh Davis PhD,4.4,4.4,59.0,4.0943445622221,703.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,two awesome hours: science-based strategies to harness your best time and get your most important work done,josh davis phd
Two Years Before the Mast: A Personal Narrative of Life at Sea,Richard H. Dana Jr.,4.1,4.1,233.0,5.455321115357702,1055.0,"Two Years Before the Mast is an 1840 memoir by the author Richard Henry Dana. A Harvard graduate, he spent the years 1834 to 1836 as a sailor on a merchant ship on a voyage from Boston to California. The journey took them past Cape Horn on the Tierra del Fuego archipelago where the Pacific and Atlantic oceans meet.",Unknown,Unknown,,Unknown,,Both,1,0,0,two years before the mast: a personal narrative of life at sea,richard h. dana jr.
Tyrant: King Series #2,T. M. Frazier,4.8,4.8,799.0,6.684611727667927,820.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,tyrant: king series #2,t. m. frazier
Ulysses,James Joyce,3.9,3.9,882.0,6.78332520060396,1338.0,"While Bloom's passionate wife, Molly, conducts yet another illicit liasion (with her concert manager), Bloom finds himself getting into arguments with drunken nationalists and wild carousing with excitable medical students, before rescuing Stephen Dedalus from a brawl and returning with him to his own basement kitchen.",Psychological Fiction | Psychological Thrillers | Classic Literature,",#1,826 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#12 in Psychological Fiction,#29 in Psychological Thrillers,#91 in Classic Literature",1826.0,27 hours and 16 minutes,1636.0,Both,1,1,1,ulysses,james joyce
Unbeatable Mind: Forge Resiliency and Mental Toughness to Succeed at an Elite Level (Third Edition: Updated & Revised),Mark Divine,4.4,4.4,519.0,6.253828811575473,668.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,unbeatable mind: forge resiliency and mental toughness to succeed at an elite level (third edition: updated & revised),mark divine
Uncharted: How to Map the Future,Margaret Hefferman,4.7,4.7,24.0,3.2188758248682006,1063.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,uncharted: how to map the future,margaret hefferman
Uncle Fred in the Springtime,P. G. Wodehouse,4.6,4.6,69.0,4.248495242049359,607.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,uncle fred in the springtime,p. g. wodehouse
Uncle Tom's Cabin (AmazonClassics Edition),Harriet Beecher Stowe,4.5,4.5,2404.0,7.785305182539862,1003.0,"When a Kentucky farmer is forced to sell two slaves to a plantation owner, it becomes a turning point in the lives of both slaves. For Eliza, it's one of escape - a harrowing flight north with her young son. For Uncle Tom, sent down the Mississippi River, it's a more certain fate, as he struggles to survive against the brutal exploitation of his traders.",Classic Literature | Literary Fiction | Classic Fiction (Books),",#1,242 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#60 in Classic Literature,#72 in Literary Fiction,#1,301 in Classic Fiction (Books)",1242.0,18 hours and 29 minutes,1109.0,Both,1,1,1,uncle tom's cabin (amazonclassics edition),harriet beecher stowe
Uncommon Type: Some Stories,Tom Hanks,4.2,4.2,973.0,6.881411303642535,752.0,Read by two-time Oscar winner Tom Hanks.,Literature Anthologies | Fiction Short Stories | Literary Fiction,",#3,528 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Literature Anthologies,#38 in Fiction Short Stories,#209 in Literary Fiction",3528.0,10 hours and 1 minute,601.0,Both,1,1,1,uncommon type: some stories,tom hanks
Unconditional Parenting: Moving from Rewards and Punishments to Love and Reason,Alfie Kohn,4.6,4.6,382.0,5.948034989180646,703.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,unconditional parenting: moving from rewards and punishments to love and reason,alfie kohn
Uncrowned,Will Wight,4.6,4.6,937.0,6.843749949006225,836.0,"Emriss Silentborn, Memory of the World.",Unknown,Unknown,,Unknown,,Both,1,0,0,uncrowned,will wight
Undaunted: Lt. Ummer Fayaz of Kashmir,Bhaavna Arora,4.7,4.7,272.0,5.60947179518496,668.0,,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,undaunted: lt. ummer fayaz of kashmir,bhaavna arora
Under the Tuscan Sun,Frances Mayes,4.1,4.1,515.0,6.246106765481563,753.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,under the tuscan sun,frances mayes
Underland,Robert Macfarlane,4.6,4.6,441.0,6.091309882077698,888.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,underland,robert macfarlane
"Understand Your Teen Subliminal Affirmations: How to Parent & Talk to Your Teenager, Solfeggio Tones, Binaural Beats, Self Help Meditation Hypnosis",Subliminal Hypnosis,,4.5,0.0,0.0,375.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"understand your teen subliminal affirmations: how to parent & talk to your teenager, solfeggio tones, binaural beats, self help meditation hypnosis",subliminal hypnosis
Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation,Damian Ryan,4.6,4.6,33.0,3.5263605246161616,1005.0,"The world of digital media is changing at a phenomenal pace. Constantly evolving technologies are transforming not just how we access our information but how we interact and communicate with one another on a global scale. Understanding Digital Marketing is a practical, no-nonsense guide to web-marketing, the rules of new media and researching the new generation of digital consumers. Clear, informative and entertaining, it covers key topics such as search marketing, social media, Google, mobile marketing, affiliate marketing, email marketing, performance marketing, customer engagement and digital marketing strategies.",Advertising | Marketing | Internet & Social Media (Books),",#864 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Advertising,#27 in Marketing (Audible Audiobooks & Originals),#63 in Internet & Social Media (Books)",864.0,16 hours and 1 minute,961.0,Both,1,1,1,understanding digital marketing: marketing strategies for engaging the digital generation,damian ryan
Understanding Investments,Connel Fullenkamp,,4.5,0.0,0.0,1171.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,understanding investments,connel fullenkamp
Understanding Power: The Indispensable Chomsky,Noam Chomsky,4.6,4.6,206.0,5.332718793265369,1170.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,understanding power: the indispensable chomsky,noam chomsky
Understanding the Brain: From Cells to Behavior to Cognition,John E. Dowling,5.0,5.0,3.0,1.3862943611198906,586.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,understanding the brain: from cells to behavior to cognition,john e. dowling
Understanding the Inventions That Changed the World,W. Bernard Carlson,,4.5,0.0,0.0,1405.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,understanding the inventions that changed the world,w. bernard carlson
Understanding the Mysteries of Human Behavior,Mark Leary,,4.5,0.0,0.0,1171.0,Every day of your life is spent surrounded by mysteries that involve what appear to be rather ordinary human behaviors. What makes you happy? Where did your personality come from? Why do you have trouble controlling certain behaviors? Why do you behave differently as an adult than you did as an adolescent?,Psychology | Textbooks & Study Guides,",#1,691 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#131 in Psychology (Audible Audiobooks & Originals),#18,685 in Textbooks & Study Guides",1691.0,12 hours and 11 minutes,731.0,Both,1,1,1,understanding the mysteries of human behavior,mark leary
Underworld: The Mysterious Origins of Civilization,Graham Hancock,4.5,4.5,198.0,5.293304824724492,1338.0,"From Graham Hancock, best-selling author of Fingerprints of the Gods, comes a mesmerizing book that takes us on a captivating underwater voyage to find the ruins of a lost civilization that's been hidden for thousands of years beneath the world's oceans.",History of Civilization & Culture | Ancient History (Books) | Earth Sciences Books,",#110 in History of Civilization & Culture,#174 in Ancient History (Books),#199 in Earth Sciences Books",,31 hours and 33 minutes,1893.0,Both,1,1,1,underworld: the mysterious origins of civilization,graham hancock
"Unf*ck Your Anger: Using Science to Understand Frustration, Rage, and Forgiveness",Faith G. Harper PhD LPC-S ACS ACN,,4.5,0.0,0.0,585.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"unf*ck your anger: using science to understand frustration, rage, and forgiveness",faith g. harper phd lpc-s acs acn
Unfair Advantage: The Power of Financial Education,Robert T. Kiyosaki,4.5,4.5,256.0,5.54907608489522,670.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,unfair advantage: the power of financial education,robert t. kiyosaki
Universal Mind Power: New Silva Method Techniques for Developing Your Ideal Self,Laura Silva,,4.5,0.0,0.0,1439.0,Maximize the incredible power within you.,Personal Success | Personal Development & Self-Help,",#2,060 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#302 in Personal Success,#4,331 in Personal Development & Self-Help",2060.0,5 hours and 4 minutes,304.0,Both,1,1,1,universal mind power: new silva method techniques for developing your ideal self,laura silva
University of Berkshire Hathaway: 30 Years of Lessons Learned from Warren Buffett & Charlie Munger at the Annual Shareholders Meeting,Daniel Pecaut,4.6,4.6,478.0,6.171700597410915,837.0,Will there ever be another investing book quite like this? It's unlikely.,Investing Analysis & Strategy | Biographies of Business Leaders | Biographies & Autobiographies (Books),",#687 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Investing Analysis & Strategy,#19 in Biographies of Business Leaders,#826 in Biographies & Autobiographies (Books)",687.0,12 hours and 21 minutes,741.0,Both,1,1,1,university of berkshire hathaway: 30 years of lessons learned from warren buffett & charlie munger at the annual shareholders meeting,daniel pecaut
Unlearn: 101 Simple Truths for a Better Life,Humble the Poet,4.7,4.7,679.0,6.522092798170152,5373.0,"Influencer, rapper and spoken word artist Humble the Poet is here to revolutionise your life and help you reach your full potential.",Mental Health | Meditation | Psychology,",#364 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Mental Health (Audible Audiobooks & Originals),#12 in Meditation (Audible Audiobooks & Originals),#28 in Psychology (Audible Audiobooks & Originals)",364.0,3 hours and 55 minutes,235.0,Both,1,1,1,unlearn: 101 simple truths for a better life,humble the poet
Unleashing Great Teaching: The Secrets to the Most Effective Teacher Development,David Weston,4.5,4.5,18.0,2.9444389791664403,839.0,"It’s within the power of each and every school to unleash the best in teachers, day by day, month by month, year by year.",Education | Education (Books),",#4,594 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#39 in Education (Audible Audiobooks & Originals),#4,091 in Education (Books)",4594.0,8 hours and 58 minutes,538.0,Both,1,1,1,unleashing great teaching: the secrets to the most effective teacher development,david weston
"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",Kevin Horsley,4.6,4.6,1959.0,7.580699752224563,233.0,Kevin Horsley broke a world memory record in 2013....,Earth Sciences Books | Family & Relationships | Healthy Living & Wellness,",#26 in Earth Sciences Books,#136 in Family & Relationships,#194 in Healthy Living & Wellness",,2 hours and 28 minutes,148.0,Both,1,1,1,"unlimited memory: how to use advanced learning strategies to learn faster, remember more and be more productive",kevin horsley
Unmasking Narcissism: A Guide to Understanding the Narcissist in Your Life,Mark Ettensohn Psy.D,4.5,4.5,133.0,4.897839799950911,501.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,unmasking narcissism: a guide to understanding the narcissist in your life,mark ettensohn psy.d
"Unscripted: Life, Liberty, and the Pursuit of Entrepreneurship",MJ DeMarco,4.8,4.8,746.0,6.616065185132817,836.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,"unscripted: life, liberty, and the pursuit of entrepreneurship",mj demarco
"Unsettling Truths: The Ongoing, Dehumanizing Legacy of the Doctrine of Discovery",Mark Charles,4.8,4.8,122.0,4.812184355372417,586.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,"unsettling truths: the ongoing, dehumanizing legacy of the doctrine of discovery",mark charles
Unstoppable: My Life So Far,Maria Sharapova,4.7,4.7,356.0,5.877735781779639,683.0,"Penguin presents the audiobook edition of Unstoppable, the fiercely honest, fearless, darkly funny autobiography of global tennis star Maria Sharapova.",Tennis | Sports Biographies | Tennis (Books),",#2,345 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Tennis (Audible Audiobooks & Originals),#12 in Sports Biographies,#16 in Tennis (Books)",2345.0,8 hours and 11 minutes,491.0,Both,1,1,1,unstoppable: my life so far,maria sharapova
Unstoppable: The Incredible Power of Faith in Action,Nick Vujicic,4.7,4.7,299.0,5.703782474656201,879.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,unstoppable: the incredible power of faith in action,nick vujicic
"Untamed: Stop Pleasing, Start Living",Glennon Doyle,4.7,4.7,5360.0,8.586905803827538,888.0,Brought to you by Penguin.,Women Biographies | Personal Success | Biographies & Autobiographies (Books),",#143 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Women Biographies,#37 in Personal Success,#188 in Biographies & Autobiographies (Books)",143.0,8 hours and 22 minutes,502.0,Both,1,1,1,"untamed: stop pleasing, start living",glennon doyle
"Until the End of Time: Mind, Matter, and Our Search for Meaning in an Evolving Universe",Brian Greene,4.6,4.6,529.0,6.272877006546167,888.0,Brought to you by Penguin.,Epistemology | Metaphysics | Cosmology,",#2,317 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Epistemology (Audible Audiobooks & Originals),#4 in Metaphysics (Audible Audiobooks & Originals),#11 in Cosmology",2317.0,14 hours and 36 minutes,876.0,Both,1,1,1,"until the end of time: mind, matter, and our search for meaning in an evolving universe",brian greene
Upheaval: Turning Points for Nations in Crisis,Jared Diamond,4.4,4.4,273.0,5.6131281063880705,1172.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,upheaval: turning points for nations in crisis,jared diamond
Upon an Old Wall Dreaming: More of My Favourite Stories and Sketches,Ruskin Bond,4.8,4.8,18.0,2.9444389791664403,668.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,upon an old wall dreaming: more of my favourite stories and sketches,ruskin bond
Uprooted,Naomi Novik,4.6,4.6,2804.0,7.9391588179567965,323.0,A dark enchantment blights the land.,"Fantasy Romance | Fairy Tale Fantasy | Myths, Legends & Sagas",",#3,264 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Fantasy Romance,#19 in Fairy Tale Fantasy,#867 in Myths, Legends & Sagas",3264.0,17 hours and 20 minutes,1040.0,Both,1,1,1,uprooted,naomi novik
Upstream: How to Solve Problems Before They Happen,Dan Heath,4.7,4.7,261.0,5.568344503761097,888.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,upstream: how to solve problems before they happen,dan heath
Urdu Ki Aakhri Kitaab [The Last Book of Urdu],Ibn e Insha,,4.5,0.0,0.0,469.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,urdu ki aakhri kitaab [the last book of urdu],ibn e insha
Us Against You,Fredrik Backman,4.7,4.7,942.0,6.849066282633458,820.0,"Penguin presents the audiobook edition of Us Against You by Fredik Backman, read by John Sackville.",Small Town & Rural Fiction | Sports Fiction | Psychological Thrillers,",#3,238 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Small Town & Rural Fiction,#8 in Sports Fiction,#48 in Psychological Thrillers",3238.0,13 hours and 47 minutes,827.0,Advanced Only,1,1,1,us against you,fredrik backman
Utopia for Realists,Rutger Bregman,4.7,4.7,518.0,6.251903883165888,569.0,"We live in a time of unprecedented upheaval, when technology and so-called progress have made us richer but more uncertain than ever before. We have questions about the future, society, work, happiness, family and money, and yet no political party of the right or left is providing us with answers. So, too, does the time seem to be coming to an end when we looked to economists to help us define the qualities necessary to create a successful society.",Political Philosophy | History (Books) | Textbooks & Study Guides,",#2,322 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Political Philosophy,#5,561 in History (Books),#26,035 in Textbooks & Study Guides",2322.0,6 hours and 32 minutes,392.0,Both,1,1,1,utopia for realists,rutger bregman
Vagina: A New Biography,Naomi Wolf,4.5,4.5,242.0,5.493061443340548,836.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,vagina: a new biography,naomi wolf
Vaishali Ki Nagarvadhu [City of Vaishali],Acharya Chatursen,4.2,4.2,128.0,4.859812404361672,1171.0,‘I take back all my books thus far and declare Vaishali ki Nagarvadhu as my only work.’ (Acharya Chatursen),"Classic Literature | Crime, Thriller & Mystery (Books) | Classic Fiction (Books)",",#630 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in Classic Literature,#602 in Crime, Thriller & Mystery (Books),#673 in Classic Fiction (Books)",630.0,23 hours and 53 minutes,1433.0,Both,1,1,1,vaishali ki nagarvadhu [city of vaishali],acharya chatursen
"Valkyrie: Expeditionary Force, Book 9",Craig Alanson,4.4,4.4,419.0,6.040254711277414,1507.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"valkyrie: expeditionary force, book 9",craig alanson
Valley of Genius,Adam Fisher,4.4,4.4,81.0,4.406719247264253,500.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,valley of genius,adam fisher
Vampire Academy: Last Sacrifice,Richelle Mead,4.5,4.5,1401.0,7.2456550675945355,820.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,vampire academy: last sacrifice,richelle mead
