Book Name,Author,Rating,Rating_Filled,Number of Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Genre_Count,Primary_Genre,Clean_Title,Clean_Author,Clean_Genre,Clean_Primary_Genre,Clean_Description,Log_Reviews,Popularity_Score,Weighted_Rating,Author_Popularity,Author_Book_Count,Author_Average_Rating,Log_Author_Popularity,Author_Popularity_Normalized,Listening_Time_Hours,Listening_Time_Category,Has_Audible_Rank,Audible_Rank_Score,Log_Price,Price_Normalized,Price_Category,Rating_Normalized,Weighted_Rating_Normalized,Rating_Category,Quality_Score,Popularity_Quality_Score,Description_Length,Description_Characters,Description_Length_Category,Reviews_Normalized,combined_features,metadata_features,Has_Rating
The Secret of the Druids,Christopher C. Doyle,4.1,4.1,405.0,668.0,55 B.C. and 54 B.C.Julius Caesar invades Britain twice...only to leave empty handed.,Audible Audiobooks & Originals | Indian Literature (Audible Audiobooks & Originals) | Anthologies (Books),",#1,588 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#16 in Indian Literature (Audible Audiobooks & Originals),#508 in Anthologies (Books)",1588.0,9 hours and 7 minutes,547.0,Both,1,1,1,the secret of the druids,christopher c doyle,3,Audible Audiobooks & Originals,the secret of the druids,christopher c doyle,audible audiobooks originals indian literature audible audiobooks originals anthologies books,audible audiobooks originals,55 b c and 54 b c julius caesar invades britain twice only to leave empty handed,6.0063531596017325,0.5382998623564693,4.321739156014292,2811.0,5,4.0600000000000005,7.941651252930556,0.7025167563657156,9.116666666666667,Long,1,0.0006293266205160479,6.505784060128229,0.03652268999453253,Moderate,0.7749999999999999,0.4954150539297626,Good,0.6911245161789287,0.5994297238854531,13,84,Short,0.5382998623564693,the secret of the druids the secret of the druids christopher c doyle christopher c doyle audible audiobooks originals indian literature audible audiobooks originals anthologies books audible audiobooks originals indian literature audible audiobooks originals anthologies books 55 b c and 54 b c julius caesar invades britain twice only to leave empty handed,the secret of the druids christopher c doyle audible audiobooks originals,1
The Secret of the Yoga Sutra: Samadhi Pada,Pandit Rajmani Tigunait PhD,4.7,4.7,59.0,836.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,the secret of the yoga sutra samadhi pada,pandit rajmani tigunait phd,0,Unknown,the secret of the yoga sutra samadhi pada,pandit rajmani tigunait phd,unknown,unknown,,4.0943445622221,0.36694231186869747,4.476710473195972,59.0,1,4.7,4.0943445622221,0.3621848365898053,0.0,Short,0,0.0,6.729824070489475,0.04570803717878622,Moderate,0.925,0.642165203177933,Excellent,0.8401495609533799,0.5562252115025704,0,0,Short,0.36694231186869747,the secret of the yoga sutra samadhi pada the secret of the yoga sutra samadhi pada pandit rajmani tigunait phd pandit rajmani tigunait phd unknown unknown,the secret of the yoga sutra samadhi pada pandit rajmani tigunait phd unknown,1
The Secret Runners of New York,Norma Butikofer,4.5,4.5,286.0,854.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,the secret runners of new york,norma butikofer,0,Unknown,the secret runners of new york,norma butikofer,unknown,unknown,,5.659482215759621,0.507212682438123,4.469857998271737,286.0,1,4.5,5.659482215759621,0.5006365757320002,0.0,Short,0,0.0,6.75110146893676,0.04669218151995626,Moderate,0.875,0.6356762493757789,Excellent,0.8032028748127336,0.6256087593879672,0,0,Short,0.507212682438123,the secret runners of new york the secret runners of new york norma butikofer norma butikofer unknown unknown,the secret runners of new york norma butikofer unknown,1
The Secret to Attracting Money,Joe Vitale,4.1,4.1,18.0,1439.0,"Attract money and prosperity with ease, using the awesome power of the Law of Attraction!","Audible Audiobooks & Originals | New Thought Spirituality | Personal Finance | Mind, Body & Spirit",",#3,086 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#32 in New Thought Spirituality,#99 in Personal Finance,#3,281 in Mind, Body & Spirit",3086.0,6 hours and 8 minutes,368.0,Both,1,1,1,the secret to attracting money,joe vitale,4,Audible Audiobooks & Originals,the secret to attracting money,joe vitale,audible audiobooks originals new thought spirituality personal finance mind body spirit,audible audiobooks originals,attract money and prosperity with ease using the awesome power of the law of attraction,2.9444389791664403,0.26388576480364917,4.447472567556463,1052.0,4,4.314221229254057,6.959398512133975,0.6156268908429615,6.133333333333334,Long,1,0.00032393909944930353,7.272398392570047,0.0786768726079825,Premium,0.7749999999999999,0.6144783570290306,Good,0.726843507108709,0.4490688617256732,15,89,Short,0.26388576480364917,the secret to attracting money the secret to attracting money joe vitale joe vitale audible audiobooks originals new thought spirituality personal finance mind body spirit audible audiobooks originals new thought spirituality personal finance mind body spirit attract money and prosperity with ease using the awesome power of the law of attraction,the secret to attracting money joe vitale audible audiobooks originals,1
The Secret Wish List,Preeti Shenoy,4.3,4.3,581.0,668.0,"Does true love really exist, or is it just a cliché? Can a single kiss really change your life?",Audible Audiobooks & Originals | Indian Literature (Audible Audiobooks & Originals) | Contemporary Romance (Audible Audiobooks & Originals) | Anthologies (Books),",#2,114 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#21 in Indian Literature (Audible Audiobooks & Originals),#69 in Contemporary Romance (Audible Audiobooks & Originals),#715 in Anthologies (Books)",2114.0,7 hours and 42 minutes,462.0,Both,1,1,1,the secret wish list,preeti shenoy,4,Audible Audiobooks & Originals,the secret wish list,preeti shenoy,audible audiobooks originals indian literature audible audiobooks originals contemporary romance audible audiobooks originals anthologies books,audible audiobooks originals,does true love really exist or is it just a clich can a single kiss really change your life,6.366470447731438,0.5705742027892353,4.383701346734071,12420.0,11,4.2272727272727275,9.427143867544194,0.8339231125486952,7.7,Long,1,0.00047281323877068556,6.505784060128229,0.03652268999453253,Moderate,0.825,0.554090174598777,Good,0.743727052379633,0.6398353426253944,19,95,Short,0.5705742027892353,the secret wish list the secret wish list preeti shenoy preeti shenoy audible audiobooks originals indian literature audible audiobooks originals contemporary romance audible audiobooks originals anthologies books audible audiobooks originals indian literature audible audiobooks originals contemporary romance audible audiobooks originals anthologies books does true love really exist or is it just a clich can a single kiss really change your life,the secret wish list preeti shenoy audible audiobooks originals,1
The Secret World,Christopher Andrew,4.7,4.7,120.0,1138.0,"The history of espionage is far older than any of today's intelligence agencies, yet the long history of intelligence operations has been largely forgotten. The codebreakers at Bletchley Park, the most successful World War II intelligence agency, were completely unaware that their predecessors in earlier moments of national crisis had broken the codes of Napoleon during the Napoleonic wars and those of Spain before the Spanish Armada.",Audible Audiobooks & Originals | Intelligence & Espionage | Military Strategy | World History (Audible Audiobooks & Originals),",#4,486 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Intelligence & Espionage,#8 in Military Strategy,#78 in World History (Audible Audiobooks & Originals)",4486.0,36 hours and 20 minutes,2180.0,Advanced Only,1,1,1,the secret world,christopher andrew,4,Audible Audiobooks & Originals,the secret world,christopher andrew,audible audiobooks originals intelligence espionage military strategy world history audible audiobooks originals,audible audiobooks originals,the history of espionage is far older than any of today s intelligence agencies yet the long history of intelligence operations has been largely forgotten the codebreakers at bletchley park the most successful world war ii intelligence agency were completely unaware that their predecessors in earlier moments of national crisis had broken the codes of napoleon during the napoleonic wars and those of spain before the spanish armada,4.795790545596741,0.42980712621905853,4.494072692616044,120.0,1,4.7,4.795790545596741,0.4242345969370973,36.333333333333336,Long,1,0.00022286605749944285,7.037905963447182,0.06221979223619464,Premium,0.925,0.6586063636295022,Excellent,0.8450819090888506,0.5959170393669754,67,438,Medium,0.42980712621905853,the secret world the secret world christopher andrew christopher andrew audible audiobooks originals intelligence espionage military strategy world history audible audiobooks originals audible audiobooks originals intelligence espionage military strategy world history audible audiobooks originals the history of espionage is far older than any of today s intelligence agencies yet the long history of intelligence operations has been largely forgotten the codebreakers at bletchley park the most successful world war ii intelligence agency were completely unaware that their predecessors in earlier moments of national crisis had broken the codes of napoleon during the napoleonic wars and those of spain before the spanish armada,the secret world christopher andrew audible audiobooks originals,1
The Secret: Teachers Recorded Live,Bob Proctor,0.0,4.4568849170162315,0.0,1054.0,"Now you can take lessons learned from The Secret to the next level with hours of practical information recorded at sold-out seminars. Experience what thousands have described as the ""event of a lifetime"" in the comfort of your home, car, or anywhere you go, listening over and over. Share The Secret with your family, friends, and colleagues. This astonishing program includes all the resources you will ever need to understand and live The Secret. Now you will know and hear The Secret. And it could change your life forever.",Personal Development & Self-Help,",#1,298 in Personal Development & Self-Help",,5 hours and 30 minutes,330.0,Both,1,1,1,the secret teachers recorded live,bob proctor,1,Personal Development & Self-Help,the secret teachers recorded live,bob proctor,personal development self help,personal development self help,now you can take lessons learned from the secret to the next level with hours of practical information recorded at sold out seminars experience what thousands have described as the event of a lifetime in the comfort of your home car or anywhere you go listening over and over share the secret with your family friends and colleagues this astonishing program includes all the resources you will ever need to understand and live the secret now you will know and hear the secret and it could change your life forever,0.0,0.0,4.4568849170162315,263.0,2,4.528442458508115,5.575949103146316,0.49324725461309854,5.5,Medium,0,0.0,6.961296045910167,0.0576271186440678,Premium,0.8642212292540579,0.623391385021028,Good,0.7919722759841488,0.31678891039365953,89,526,Medium,0.0,the secret teachers recorded live the secret teachers recorded live bob proctor bob proctor personal development self help personal development self help now you can take lessons learned from the secret to the next level with hours of practical information recorded at sold out seminars experience what thousands have described as the event of a lifetime in the comfort of your home car or anywhere you go listening over and over share the secret with your family friends and colleagues this astonishing program includes all the resources you will ever need to understand and live the secret now you will know and hear the secret and it could change your life forever,the secret teachers recorded live bob proctor personal development self help,0
The Secrets of Attraction: Instant Manifestation; Attract Money Now; The Solution,Joe Vitale,0.0,4.4568849170162315,0.0,1172.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,the secrets of attraction instant manifestation attract money now the solution,joe vitale,0,Unknown,the secrets of attraction instant manifestation attract money now the solution,joe vitale,unknown,unknown,,0.0,0.0,4.4568849170162315,1052.0,4,4.314221229254057,6.959398512133975,0.6156268908429615,0.0,Short,0,0.0,7.067319848653476,0.0640787315472936,Premium,0.8642212292540579,0.623391385021028,Good,0.7919722759841488,0.31678891039365953,0,0,Short,0.0,the secrets of attraction instant manifestation attract money now the solution the secrets of attraction instant manifestation attract money now the solution joe vitale joe vitale unknown unknown,the secrets of attraction instant manifestation attract money now the solution joe vitale unknown,0
The Secrets We Keep,Sudeep Nagarkar,4.4,4.4,444.0,879.0,,Unknown,Unknown,,Unknown,0.0,Advanced Only,0,0,0,the secrets we keep,sudeep nagarkar,0,Unknown,the secrets we keep,sudeep nagarkar,unknown,unknown,,6.09807428216624,0.5465200695836663,4.434100159997552,1965.0,6,4.242814152836039,7.583756300707112,0.6708574461104463,0.0,Short,0,0.0,6.779921907472252,0.0480590486604702,Moderate,0.8500000000000001,0.6018153504755219,Good,0.7755446051426566,0.6381298838072624,0,0,Short,0.5465200695836663,the secrets we keep the secrets we keep sudeep nagarkar sudeep nagarkar unknown unknown,the secrets we keep sudeep nagarkar unknown,1
The Seed of Compassion: Lessons from the Life and Teachings of His Holiness the Dalai Lama,His Holiness Dalai Lama,4.5,4.5,24.0,410.0,Brought to you by Puffin.,"Audible Audiobooks & Originals | Exploring the World for Children | Children's Family, Personal & Social Issues (Books)",",#3,832 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Exploring the World for Children,#984 in Children's Family, Personal & Social Issues (Books)",3832.0,14 minutes,14.0,Both,1,1,1,the seed of compassion lessons from the life and teachings of his holiness the dalai lama,his holiness dalai lama,3,Audible Audiobooks & Originals,the seed of compassion lessons from the life and teachings of his holiness the dalai lama,his holiness dalai lama,audible audiobooks originals exploring the world for children children s family personal social issues books,audible audiobooks originals,brought to you by puffin,3.2188758248682006,0.28848127431521386,4.45838783929889,24.0,1,4.5,3.2188758248682006,0.284741060972172,0.23333333333333334,Short,1,0.00026089225150013044,6.018593214496234,0.02241662110442865,Budget,0.875,0.6248145778627716,Excellent,0.7999443733588314,0.4930665139326609,5,25,Short,0.28848127431521386,the seed of compassion lessons from the life and teachings of his holiness the dalai lama the seed of compassion lessons from the life and teachings of his holiness the dalai lama his holiness dalai lama his holiness dalai lama audible audiobooks originals exploring the world for children children s family personal social issues books audible audiobooks originals exploring the world for children children s family personal social issues books brought to you by puffin,the seed of compassion lessons from the life and teachings of his holiness the dalai lama his holiness dalai lama audible audiobooks originals,1
The Seep,Chana Porter,4.2,4.2,24.0,680.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,the seep,chana porter,0,Unknown,the seep,chana porter,unknown,unknown,,3.2188758248682006,0.28848127431521386,4.447930322959021,24.0,1,4.2,3.2188758248682006,0.284741060972172,0.0,Short,0,0.0,6.523562306149512,0.037178786221979225,Moderate,0.8,0.61491182868602,Good,0.744473548605806,0.4708781840314507,0,0,Short,0.28848127431521386,the seep the seep chana porter chana porter unknown unknown,the seep chana porter unknown,1
The Selfish Gene,Richard Dawkins,4.6,4.6,1899.0,836.0,"Richard Dawkins' brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it. His theories have helped change the whole nature of the study of social biology, and have forced thousands to rethink their beliefs about life.",Audible Audiobooks & Originals | Genetics (Audible Audiobooks & Originals) | Evolution | Biology Books,",#262 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Genetics (Audible Audiobooks & Originals),#2 in Evolution,#46 in Biology Books",262.0,16 hours and 12 minutes,972.0,Both,1,1,1,the selfish gene,richard dawkins,4,Audible Audiobooks & Originals,the selfish gene,richard dawkins,audible audiobooks originals genetics audible audiobooks originals evolution biology books,audible audiobooks originals,richard dawkins brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it his theories have helped change the whole nature of the study of social biology and have forced thousands to rethink their beliefs about life,7.549609165154532,0.6766091614095657,4.562902292708127,10174.0,8,4.5125,9.227689010310796,0.8162793789116525,16.2,Long,1,0.0038022813688212928,6.729824070489475,0.04570803717878622,Moderate,0.8999999999999999,0.7237845802820946,Excellent,0.8471353740846282,0.7448196464795906,53,342,Medium,0.6766091614095657,the selfish gene the selfish gene richard dawkins richard dawkins audible audiobooks originals genetics audible audiobooks originals evolution biology books audible audiobooks originals genetics audible audiobooks originals evolution biology books richard dawkins brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it his theories have helped change the whole nature of the study of social biology and have forced thousands to rethink their beliefs about life,the selfish gene richard dawkins audible audiobooks originals,1
The Sellout,Paul Beatty,3.9,3.9,1468.0,713.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,the sellout,paul beatty,0,Unknown,the sellout,paul beatty,unknown,unknown,,7.292337176173877,0.6535519963417621,4.073528734985832,1468.0,1,3.9,7.292337176173877,0.6450785732300138,0.0,Short,0,0.0,6.570882962339584,0.03898305084745763,Moderate,0.725,0.260372098928127,Average,0.585611629678438,0.6263758496764325,0,0,Short,0.6535519963417621,the sellout the sellout paul beatty paul beatty unknown unknown,the sellout paul beatty unknown,1
The Sense of an Ending,Julian Barnes,4.2,4.2,2049.0,467.0,"Man Booker Prize, Fiction, 2011",Contemporary Fiction (Books),",#8,330 in Contemporary Fiction (Books)",,4 hours and 37 minutes,277.0,Advanced Only,1,1,1,the sense of an ending,julian barnes,1,Contemporary Fiction (Books),the sense of an ending,julian barnes,contemporary fiction books,contemporary fiction books,man booker prize fiction 2011,7.6255950721324535,0.6834191511288448,4.262907693885125,2233.0,3,4.166666666666667,7.711548979629146,0.6821619589156975,4.616666666666666,Medium,0,0.0,6.148468295917647,0.025533078184800436,Budget,0.8,0.4397045779206961,Good,0.6919113733762088,0.6868160400277903,5,31,Short,0.6834191511288448,the sense of an ending the sense of an ending julian barnes julian barnes contemporary fiction books contemporary fiction books man booker prize fiction 2011,the sense of an ending julian barnes contemporary fiction books,1
The Sense of Style: The Thinking Person’s Guide to Writing in the 21st Century,Steven Pinker,4.4,4.4,644.0,888.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,the sense of style the thinking person s guide to writing in the 21st century,steven pinker,0,Unknown,the sense of style the thinking person s guide to writing in the 21st century,steven pinker,unknown,unknown,,6.4692503167957724,0.5797855141957087,4.428888060647525,4422.0,7,4.4,8.394573477868327,0.742582158662475,0.0,Short,0,0.0,6.790097235513905,0.04855112083105522,Moderate,0.8500000000000001,0.5968797509631549,Good,0.7740639252889464,0.6574968786330038,0,0,Short,0.5797855141957087,the sense of style the thinking person s guide to writing in the 21st century the sense of style the thinking person s guide to writing in the 21st century steven pinker steven pinker unknown unknown,the sense of style the thinking person s guide to writing in the 21st century steven pinker unknown,1
The Sermon on the Mount According to Vedanta,Swami Prabhavananda,4.6,4.6,51.0,563.0,"The Sermon on the Mount represents the essence of both Christ's teachings and the teachings of Vedanta, an ancient Indian philosophy that teaches the oneness of life. God lies within us and at the same time is everything we see.",Unknown,Unknown,,Unknown,0.0,Both,1,0,0,the sermon on the mount according to vedanta,swami prabhavananda,0,Unknown,the sermon on the mount according to vedanta,swami prabhavananda,unknown,unknown,the sermon on the mount represents the essence of both christ s teachings and the teachings of vedanta an ancient indian philosophy that teaches the oneness of life god lies within us and at the same time is everything we see,3.9512437185814275,0.3541173642860321,4.467085992113607,51.0,1,4.6,3.9512437185814275,0.3495261668363902,0.0,Short,0,0.0,6.335054251498059,0.030781848004373974,Moderate,0.8999999999999999,0.6330512970631814,Excellent,0.8199153891189543,0.540436574219201,40,228,Medium,0.3541173642860321,the sermon on the mount according to vedanta the sermon on the mount according to vedanta swami prabhavananda swami prabhavananda unknown unknown the sermon on the mount represents the essence of both christ s teachings and the teachings of vedanta an ancient indian philosophy that teaches the oneness of life god lies within us and at the same time is everything we see,the sermon on the mount according to vedanta swami prabhavananda unknown,1
"The Serpent's Shadow: The Kane Chronicles, Book 3",Rick Riordan,4.7,4.7,1624.0,888.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,the serpent s shadow the kane chronicles book 3,rick riordan,0,Unknown,the serpent s shadow the kane chronicles book 3,rick riordan,unknown,unknown,,7.393263094763838,0.6625971534681503,4.629407921065015,67515.0,26,4.684615384615385,11.120119885808819,0.9836834058526008,0.0,Short,0,0.0,6.790097235513905,0.04855112083105522,Moderate,0.925,0.7867621109936319,Excellent,0.8835286332980895,0.7509697454001261,0,0,Short,0.6625971534681503,the serpent s shadow the kane chronicles book 3 the serpent s shadow the kane chronicles book 3 rick riordan rick riordan unknown unknown,the serpent s shadow the kane chronicles book 3 rick riordan unknown,1
The Service Culture Handbook: A Step-by-Step Guide to Getting Your Employees Obsessed with Customer Service,Jeff Toister,4.5,4.5,88.0,469.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,the service culture handbook a step by step guide to getting your employees obsessed with customer service,jeff toister,0,Unknown,the service culture handbook a step by step guide to getting your employees obsessed with customer service,jeff toister,unknown,unknown,,4.48863636973214,0.4022794324260593,4.4619269466542,88.0,1,4.5,4.48863636973214,0.39706380481084286,0.0,Short,0,0.0,6.152732694704104,0.025642427556041552,Budget,0.875,0.6281659369532298,Excellent,0.8009497810859688,0.5617475718900231,0,0,Short,0.4022794324260593,the service culture handbook a step by step guide to getting your employees obsessed with customer service the service culture handbook a step by step guide to getting your employees obsessed with customer service jeff toister jeff toister unknown unknown,the service culture handbook a step by step guide to getting your employees obsessed with customer service jeff toister unknown,1
The Seven Basic Plots: Why We Tell Stories,Christopher Booker,4.3,4.3,192.0,1172.0,"This remarkable and monumental book at last provides a comprehensive answer to the age-old riddle of whether there are only a small number of ""basic stories"" in the world. Using a wealth of examples, from ancient myths and folk tales via the plays and novels of great literature to the popular movies and TV soap operas of today, it reveals that there are seven archetypal themes which recur throughout every kind of storytelling.","Audible Audiobooks & Originals | Folklore & Mythology Studies | Literary Theory, History & Criticism | Society & Culture (Books)",",#2,349 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Folklore & Mythology Studies,#873 in Literary Theory, History & Criticism,#1,666 in Society & Culture (Books)",2349.0,38 hours and 58 minutes,2338.0,Both,1,1,1,the seven basic plots why we tell stories,christopher booker,4,Audible Audiobooks & Originals,the seven basic plots why we tell stories,christopher booker,audible audiobooks originals folklore mythology studies literary theory history criticism society culture books,audible audiobooks originals,this remarkable and monumental book at last provides a comprehensive answer to the age old riddle of whether there are only a small number of basic stories in the world using a wealth of examples from ancient myths and folk tales via the plays and novels of great literature to the popular movies and tv soap operas of today it reveals that there are seven archetypal themes which recur throughout every kind of storytelling,5.262690188904886,0.4716514878555834,4.4217163191562,192.0,1,4.3,5.262690188904886,0.46553643864717115,38.96666666666667,Long,1,0.000425531914893617,7.067319848653476,0.0640787315472936,Premium,0.825,0.5900884675607729,Good,0.7545265402682317,0.5848015088206427,73,430,Medium,0.4716514878555834,the seven basic plots why we tell stories the seven basic plots why we tell stories christopher booker christopher booker audible audiobooks originals folklore mythology studies literary theory history criticism society culture books audible audiobooks originals folklore mythology studies literary theory history criticism society culture books this remarkable and monumental book at last provides a comprehensive answer to the age old riddle of whether there are only a small number of basic stories in the world using a wealth of examples from ancient myths and folk tales via the plays and novels of great literature to the popular movies and tv soap operas of today it reveals that there are seven archetypal themes which recur throughout every kind of storytelling,the seven basic plots why we tell stories christopher booker audible audiobooks originals,1
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,4.1,4.1,1430.0,721.0,Winner of the Costa First Novel Award 2018,Audible Audiobooks & Originals | Historical Mysteries | Mystery Action Fiction | Science Fiction (Books),",#672 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Historical Mysteries,#3 in Mystery Action Fiction,#123 in Science Fiction (Books)",672.0,16 hours and 41 minutes,1001.0,Both,1,1,1,the seven deaths of evelyn hardcastle,stuart turton,4,Audible Audiobooks & Originals,the seven deaths of evelyn hardcastle,stuart turton,audible audiobooks originals historical mysteries mystery action fiction science fiction books,audible audiobooks originals,winner of the costa first novel award 2018,7.266128779556451,0.6512031540547927,4.213225126453705,1430.0,1,4.1,7.266128779556451,0.6427601841198868,16.683333333333334,Long,1,0.0014858841010401188,6.582025138892826,0.03942044833242209,Moderate,0.7749999999999999,0.3926576513139765,Good,0.6602972953941928,0.6548408105905528,8,42,Short,0.6512031540547927,the seven deaths of evelyn hardcastle the seven deaths of evelyn hardcastle stuart turton stuart turton audible audiobooks originals historical mysteries mystery action fiction science fiction books audible audiobooks originals historical mysteries mystery action fiction science fiction books winner of the costa first novel award 2018,the seven deaths of evelyn hardcastle stuart turton audible audiobooks originals,1
The Seven Levels of Intimacy,Matthew Kelly,4.7,4.7,289.0,501.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,the seven levels of intimacy,matthew kelly,0,Unknown,the seven levels of intimacy,matthew kelly,unknown,unknown,,5.66988092298052,0.5081446327442328,4.530571607086824,289.0,1,4.7,5.66988092298052,0.5015564431291648,0.0,Short,0,0.0,6.218600119691729,0.0273920174958994,Budget,0.925,0.6931690249231648,Excellent,0.8554507074769494,0.6470670626373195,0,0,Short,0.5081446327442328,the seven levels of intimacy the seven levels of intimacy matthew kelly matthew kelly unknown unknown,the seven levels of intimacy matthew kelly unknown,1
"The Seven Principles for Making Marriage Work: A Practical Guide from the Country’s Foremost Relationship Expert, Revised and Updated",John M. Gottman PhD,0.0,4.4568849170162315,0.0,703.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,the seven principles for making marriage work a practical guide from the country s foremost relationship expert revised and updated,john m gottman phd,0,Unknown,the seven principles for making marriage work a practical guide from the country s foremost relationship expert revised and updated,john m gottman phd,unknown,unknown,,0.0,0.0,4.4568849170162315,0.0,1,4.4568849170162315,0.0,0.0,0.0,Short,0,0.0,6.556778356158042,0.03843630399125205,Moderate,0.8642212292540579,0.623391385021028,Good,0.7919722759841488,0.31678891039365953,0,0,Short,0.0,the seven principles for making marriage work a practical guide from the country s foremost relationship expert revised and updated the seven principles for making marriage work a practical guide from the country s foremost relationship expert revised and updated john m gottman phd john m gottman phd unknown unknown,the seven principles for making marriage work a practical guide from the country s foremost relationship expert revised and updated john m gottman phd unknown,0
The Seven Spiritual Laws of Success,Deepak Chopra,4.5,4.5,3398.0,300.0,,"Audible Audiobooks & Originals | Business Careers | Personal Success | Mind, Body & Spirit",",#2,269 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#73 in Business Careers,#332 in Personal Success,#2,442 in Mind, Body & Spirit",2269.0,1 hour and 26 minutes,86.0,Both,0,1,1,the seven spiritual laws of success,deepak chopra,4,Audible Audiobooks & Originals,the seven spiritual laws of success,deepak chopra,audible audiobooks originals business careers personal success mind body spirit,audible audiobooks originals,,8.131236549696116,0.7287356236274897,4.492947699041793,3850.0,7,4.4019671191474945,8.25608813381491,0.7303317750067212,1.4333333333333333,Short,1,0.0004405286343612335,5.707110264748875,0.016402405686167305,Budget,0.875,0.6575410505255881,Excellent,0.8097623151576764,0.7611463002395644,0,0,Short,0.7287356236274897,the seven spiritual laws of success the seven spiritual laws of success deepak chopra deepak chopra audible audiobooks originals business careers personal success mind body spirit audible audiobooks originals business careers personal success mind body spirit,the seven spiritual laws of success deepak chopra audible audiobooks originals,1
The Seventh Bride,T. Kingfisher,4.3,4.3,392.0,352.0,"Young Rhea is a miller's daughter of low birth, so she is understandably surprised when a mysterious nobleman, Lord Crevan, shows up on her doorstep and proposes marriage. Since commoners don't turn down lords - no matter how sinister they may seem - Rhea is forced to agree to the engagement.",Audible Audiobooks & Originals | Dark Fantasy | Paranormal Fantasy | Fairy Tale Fantasy,",#4,135 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Dark Fantasy,#9 in Paranormal Fantasy,#24 in Fairy Tale Fantasy",4135.0,6 hours and 47 minutes,407.0,Both,1,1,1,the seventh bride,t kingfisher,4,Audible Audiobooks & Originals,the seventh bride,t kingfisher,audible audiobooks originals dark fantasy paranormal fantasy fairy tale fantasy,audible audiobooks originals,young rhea is a miller s daughter of low birth so she is understandably surprised when a mysterious nobleman lord crevan shows up on her doorstep and proposes marriage since commoners don t turn down lords no matter how sinister they may seem rhea is forced to agree to the engagement,5.973809611869261,0.5353832527600163,4.398674895747549,392.0,1,4.3,5.973809611869261,0.5284419093734567,6.783333333333333,Long,1,0.00024177949709864604,5.8664680569332965,0.019245489338436304,Budget,0.825,0.5682693826771762,Good,0.7479808148031528,0.620422277577271,51,293,Medium,0.5353832527600163,the seventh bride the seventh bride t kingfisher t kingfisher audible audiobooks originals dark fantasy paranormal fantasy fairy tale fantasy audible audiobooks originals dark fantasy paranormal fantasy fairy tale fantasy young rhea is a miller s daughter of low birth so she is understandably surprised when a mysterious nobleman lord crevan shows up on her doorstep and proposes marriage since commoners don t turn down lords no matter how sinister they may seem rhea is forced to agree to the engagement,the seventh bride t kingfisher audible audiobooks originals,1
"The Seventh Scroll: Ancient Egypt, Book 2",Wilbur Smith,4.6,4.6,816.0,987.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,the seventh scroll ancient egypt book 2,wilbur smith,0,Unknown,the seventh scroll ancient egypt book 2,wilbur smith,unknown,unknown,,6.705639094860003,0.600971089421363,4.535764962753992,4743.0,8,4.5,8.464635940677562,0.7487798690060984,0.0,Short,0,0.0,6.895682697747868,0.05396391470749043,Moderate,0.8999999999999999,0.6980868750977386,Excellent,0.8394260625293215,0.6963530786645464,0,0,Short,0.600971089421363,the seventh scroll ancient egypt book 2 the seventh scroll ancient egypt book 2 wilbur smith wilbur smith unknown unknown,the seventh scroll ancient egypt book 2 wilbur smith unknown,1
