Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group,Description_Length
The Light We Lost,Jill Santopolo,4.3,4.3,1324.0,7.1891677384203225,6718.0,Two people. One choice. What if?,Coming of Age Fiction | Women's Fiction | Contemporary Romance,",#2,447 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Coming of Age Fiction,#60 in Women's Fiction,#78 in Contemporary Romance (Audible Audiobooks & Originals)",2447.0,7 hours and 16 minutes,436.0,Both,1,1,1,the light we lost,jill santopolo,1001+,32
The Magic Mountain,Thomas Mann,4.3,4.3,207.0,5.337538079701318,1530.0,Unknown,Psychological Fiction | Psychological Thrillers | Classic Literature,",#4,009 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#33 in Psychological Fiction,#61 in Psychological Thrillers,#211 in Classic Literature",4009.0,37 hours and 27 minutes,2247.0,Both,0,1,1,the magic mountain,thomas mann,201-500,0
The Magic of Believing: Original Classic Version,Claude M. Bristol,4.5,4.5,920.0,6.825460036255307,1774.0,"Originally published in 1948, this is the true masterpiece about using the power of your mind to create anything you want. Mystical, motivating and inspiring, this book presents an extraordinary self-improvement program which draws on the philosophy that the energy of the subconscious mind can help individuals achieve any goal. This book has helped countless people attain both personal and professional goals, and the appeal of its philosophy remains a powerful tool for change.",Personal Success | Personal Development & Self-Help,",#497 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#99 in Personal Success,#1,316 in Personal Development & Self-Help",497.0,7 hours and 11 minutes,431.0,Both,1,1,1,the magic of believing: original classic version,claude m. bristol,501-1000,481
"The Magician's Nephew: The Chronicles of Narnia, Book 1",Kenneth Branagh,4.7,4.7,1314.0,7.181591944611865,5373.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,"the magician's nephew: the chronicles of narnia, book 1",kenneth branagh,1001+,0
The Measure of a Man: A Spiritual Autobiography,Sidney Poitier,4.5,4.5,389.0,5.966146739123692,1973.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the measure of a man: a spiritual autobiography,sidney poitier,201-500,0
The Middle Length Discourses of the Buddha: A Translation of the Majjhima Nikāya,Bhikkhu Ñānamoli,4.9,4.9,160.0,5.081404364984463,1898.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the middle length discourses of the buddha: a translation of the majjhima nikāya,bhikkhu ñānamoli,51-200,0
The Midnight Gang,David Walliams,4.8,4.8,2404.0,7.785305182539862,5709.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the midnight gang,david walliams,1001+,0
The Mind-Body Code: How the Mind Wounds and Heals the Body,Mario Martinez Psy.D,4.6,4.6,55.0,4.02535169073515,1640.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the mind-body code: how the mind wounds and heals the body,mario martinez psy.d,51-200,0
The Miracle of Self Discipline: The 'No Excuses' Way to Getting Things Done,Brian Tracy,4.4,4.4,9.0,2.302585092994046,1774.0,"To be successful today, you don't need to have been born under a lucky star, with incredible wealth, with terrific contacts and connections, or even with special skills. But what you do need to succeed in any of your life goals is self-discipline.",Personal Success | Personal Development & Self-Help,",#2,197 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#321 in Personal Success,#4,668 in Personal Development & Self-Help",2197.0,7 hours and 13 minutes,433.0,Advanced Only,1,1,1,the miracle of self discipline: the 'no excuses' way to getting things done,brian tracy,0-50,247
"The Mixer: The Story of Premier League Tactics, from Route One to False Nines",Michael Cox,4.7,4.7,316.0,5.75890177387728,9744.0,"An absolutely essential book for every modern football fan, about the development of Premier League tactics, published to coincide with 25 years of the competition.",Football | Coaching | Soccer (Books),",#844 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Football (Audible Audiobooks & Originals),#1 in Coaching,#6 in Soccer (Books)",844.0,14 hours and 24 minutes,864.0,Both,1,1,1,"the mixer: the story of premier league tactics, from route one to false nines",michael cox,201-500,164
The Monogram Murders: The New Hercule Poirot Mystery,Sophie Hannah,3.5,3.5,1330.0,7.193685818395112,13345.0,"Since the publication of her first novel, in 1920, more than two billion copies of Agatha Christie's books have been sold around the globe. Now, for the first time ever, the guardians of her legacy have approved a brand-new novel featuring Dame Agatha's most beloved creation, Hercule Poirot.",Historical Thrillers | Traditional Detective Mysteries | Literary Fiction,",#2,814 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Historical Thrillers,#18 in Traditional Detective Mysteries,#169 in Literary Fiction",2814.0,11 hours and 13 minutes,673.0,Both,1,1,1,the monogram murders: the new hercule poirot mystery,sophie hannah,1001+,292
The Murder at the Vicarage,Joan Hickson,4.5,4.5,620.0,6.431331081933479,8735.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the murder at the vicarage,joan hickson,501-1000,0
The Murder of Roger Ackroyd,Hugh Fraser,4.6,4.6,2273.0,7.729295674310482,8735.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the murder of roger ackroyd,hugh fraser,1001+,0
The Once and Future King,T. H. White,4.3,4.3,644.0,6.4692503167957724,1641.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the once and future king,t. h. white,501-1000,0
The Origin and Evolution of Earth: From the Big Bang to the Future of Human Existence,Robert M. Hazen,,4.5,0.0,0.0,1774.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the origin and evolution of earth: from the big bang to the future of human existence,robert m. hazen,0-50,0
The Phoenix,Sidney Sheldon,4.0,4.0,276.0,5.6240175061873385,8735.0,The New York Times best-selling author,Private Investigator Mysteries | Political Thrillers | Urban Fiction,",#4,745 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Private Investigator Mysteries,#18 in Political Thrillers,#20 in Urban Fiction",4745.0,14 hours and 10 minutes,850.0,Both,1,1,1,the phoenix,sidney sheldon,201-500,38
The Pilgrimage,Paulo Coelho,4.3,4.3,812.0,6.70073110954781,10378.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the pilgrimage,paulo coelho,501-1000,0
The Prosperity Paradox: How Innovation Can Lift Nations out of Poverty,Clayton M. Christensen,4.7,4.7,102.0,4.634728988229636,13345.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the prosperity paradox: how innovation can lift nations out of poverty,clayton m. christensen,51-200,0
The Pursuit of Happyness (Abridged),Chris Gardner,4.6,4.6,297.0,5.697093486505405,9390.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the pursuit of happyness (abridged),chris gardner,201-500,0
The Rig Veda,Anonymous,4.1,4.1,54.0,4.007333185232471,2088.0,"Often appearing as Ṛgveda, the oldest of the four sacred books linked to Hinduism, it was composed in an ancient form of Sanskrit about 1500 BCE. The Rig Veda (Sanskrit: The Knowledge of Verses) was preserved in secrecy by ancient clans, initially orally, before it was written down about 300 BCE.",Hindu Sacred Writings | Hinduism (Books),",#311 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Hindu Sacred Writings,#294 in Hinduism (Books)",311.0,41 hours and 22 minutes,2482.0,Both,1,1,1,the rig veda,anonymous,51-200,297
The Rāmāyana of Valmīki,ValmĪki,,4.5,0.0,0.0,2847.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the rāmāyana of valmīki,valmīki,0-50,0
The Second Sex,Simone de Beauvoir,4.5,4.5,427.0,6.059123195581797,1884.0,Unabridged and available on audio for the first time,Women's Studies | Society & Culture (Books) | Textbooks & Study Guides,",#2,113 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Women's Studies,#1,475 in Society & Culture (Books),#23,698 in Textbooks & Study Guides",2113.0,39 hours and 9 minutes,2349.0,Both,1,1,1,the second sex,simone de beauvoir,201-500,52
The Secret Advantage: Core Fundamentals to Get Anything You Want,Earl Nightingale,,4.5,0.0,0.0,2008.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the secret advantage: core fundamentals to get anything you want,earl nightingale,0-50,0
The Shadow Effect: Illuminating the Hidden Power of Your True Self,Deepak Chopra,4.5,4.5,257.0,5.552959584921617,10378.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the shadow effect: illuminating the hidden power of your true self,deepak chopra,201-500,0
The Shell Collector,Anthony Doerr,4.3,4.3,400.0,5.993961427306569,8062.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the shell collector,anthony doerr,201-500,0
The Silmarillion,J. R. R. Tolkien,4.6,4.6,3609.0,8.191463051326927,11425.0,"A thoroughly enchanting tale that sets the trajectory for the cosmos of J.R.R. Tolkien's magnificent fantasy series Lord of the Rings and The Hobbit. Like the dark matter at the centre of every origin story, this is a must-listen for fans who want to delve deeper into this mythical world.",Epic Fantasy | Fantasy (Books) | Classic Fiction (Books),",#807 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#16 in Epic Fantasy,#545 in Fantasy (Books),#845 in Classic Fiction (Books)",807.0,14 hours and 49 minutes,889.0,Both,1,1,1,the silmarillion,j. r. r. tolkien,1001+,289
The Silva Ultramind ESP System,Michael Wickett,,4.5,0.0,0.0,1774.0,"Unleash the telepathic powers you were born with! Skeptical? I was, until I proved it to myself. You see, telepathic powers exist in all of us; they are part of the natural way we communicate with each other. Your brain beats at various frequencies, much like your heart. Usually your brain beats at 14 cycles per second, the Beta frequency. Very occasionally it beats between 7 and 14 cycles per second. This frequency is known as Alpha frequency. Alpha is the key to becoming telepathic. A man named Jose Silva perfected a simple 15-minute technique for entering the Alpha level at will, creating his own brand of ESP, which he called ""effective sensory projection"". The result of this breakthrough is the new Silva Ultramind ESP System. Once you've mastered the techniques, you'll be able to:","ESP | Occult & Paranormal | Mind, Body & Spirit",",#1,233 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in ESP,#68 in Occult & Paranormal,#1,314 in Mind, Body & Spirit",1233.0,7 hours and 23 minutes,443.0,Both,1,1,1,the silva ultramind esp system,michael wickett,0-50,795
The Sleeping Murder,Stephanie Cole,4.7,4.7,433.0,6.073044534100405,5709.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,the sleeping murder,stephanie cole,201-500,0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.4,4.4,20306.0,9.918720933176717,10378.0,"In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be positive all the time so that we can truly become better, happier people.",Personal Success | Personal Development & Self-Help,",#3 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Personal Success,#16 in Personal Development & Self-Help",3.0,5 hours and 17 minutes,317.0,Both,1,1,1,the subtle art of not giving a f*ck: a counterintuitive approach to living a good life,mark manson,1001+,196
The Success Principles: How to get from where you are to where you want to be,Jack Canfield,4.6,4.6,936.0,6.842683282238422,5709.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the success principles: how to get from where you are to where you want to be,jack canfield,501-1000,0
The Thank You Economy,Gary Vaynerchuk,4.6,4.6,314.0,5.752572638825633,10378.0,"If this were 1923, this book would have been called ""Why Radio Is Going to Change the Game"" . . .",Customer Service | Consumer Behaviour | E-Commerce,",#2,417 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Customer Service,#10 in Consumer Behaviour,#20 in E-Commerce",2417.0,5 hours and 41 minutes,341.0,Both,1,1,1,the thank you economy,gary vaynerchuk,201-500,97
The Ultimate Brian Tracy Library,Brian Tracy,,4.5,0.0,0.0,2008.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the ultimate brian tracy library,brian tracy,0-50,0
The Ultimate Dale Carnegie Library,Dale Carnegie Training,,4.5,0.0,0.0,1774.0,"Throughout the years, Nightingale-Conant launched many audio programs by Dale Carnegie, such as The Five Essential People Skills and Stand and Deliver - revealing the secrets of the classic Dale Carnegie Public Speaking Course - and Sell Like a Pro, to name a few.",Unknown,Unknown,,Unknown,,Both,1,0,0,the ultimate dale carnegie library,dale carnegie training,0-50,264
The Ultimate David Hawkins Library,Dr. David Hawkins,,4.5,0.0,0.0,2008.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the ultimate david hawkins library,dr. david hawkins,0-50,0
The Ultimate Deepak Chopra Collection,Deepak Chopra MD,1.0,1.0,1.0,0.6931471805599453,2008.0,Meet the one power that can make all the difference in your life!,Religion & Spirituality | Personal Success | Religion & Spirituality (Books),",#429 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#50 in Religion & Spirituality (Audible Audiobooks & Originals),#86 in Personal Success,#803 in Religion & Spirituality (Books)",429.0,20 hours and 41 minutes,1241.0,Both,1,1,1,the ultimate deepak chopra collection,deepak chopra md,0-50,65
The Ultimate Goals Program: How to Get Everything You Want - Faster than You Ever Throught Possible,Brian Tracy,3.7,3.7,13.0,2.6390573296152584,1774.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the ultimate goals program: how to get everything you want - faster than you ever throught possible,brian tracy,0-50,0
The Ultimate Jim Rohn Library,Jim Rohn,5.0,5.0,1.0,0.6931471805599453,2008.0,"So, what is it about Jim Rohn that has made him so tremendously effective in teaching others how to become so massively successful?",Personal Success | Personal Development & Self-Help,",#323 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#71 in Personal Success,#925 in Personal Development & Self-Help",323.0,11 hours and 23 minutes,683.0,Both,1,1,1,the ultimate jim rohn library,jim rohn,0-50,131
The Ultimate Law of Attraction Library,Dr. Joe Vitale,,4.5,0.0,0.0,2008.0,"Don't just attract some of what you want... attract it all! The ultimate ""attraction arsenal"" from Master Teacher Joe Vitale! In this collection, world-renowned teacher and bestselling Nightingale-Conant author Joe Vitale opens his complete ""attraction arsenal"" to you. Every secret. Every strategy. Every system. Every step. Everything you need to unleash the most powerful force in the universe in every single area of your life! This library is not your typical ""greatest hits"" compilation. Joe has specifically organized and structured this information in a very intentional, targeted, and unique way. As he says, ""We're going to get real practical and real spiritual many times right in the same session!"" His goal for this program is to guide you through a complete journey to a life of abundance and fulfillment on every possible level, from the material to the spiritual and everything in between. A journey that will feel as fresh and exciting to his longtime fans and students as it will to those hearing him for the first time. This comprehensive system will empower you with the tools to attract not just some or most of what you want... but all of it. Topics Joe covers include:",Personal Success | Personal Development & Self-Help,",#3,197 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#442 in Personal Success,#6,708 in Personal Development & Self-Help",3197.0,12 hours and 46 minutes,766.0,Both,1,1,1,the ultimate law of attraction library,dr. joe vitale,0-50,1191
The Ultimate Les Brown Library: The Les Brown Story,Les Brown,,4.5,0.0,0.0,2008.0,"Les Brown is a dynamic personality and highly-sought-after resource in business and professional circles for Fortune 500 CEOs, small business owners, non-profit and community leaders from all sectors of society looking to expand opportunity. For three decades he has not only studied the science of achievement, he’s mastered it by interviewing hundreds of successful business leaders and collaborating with them in the boardroom translating theory into bottom-line results for his clients.",Personal Success | Personal Development & Self-Help,",#4,819 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#632 in Personal Success,#10,110 in Personal Development & Self-Help",4819.0,10 hours and 47 minutes,647.0,Both,1,1,1,the ultimate les brown library: the les brown story,les brown,0-50,490
The Ultimate Self-Discipline Library: How to Eliminate Excuses and Take Charge of Your Life!,Larry Winget,,4.5,0.0,0.0,2008.0,"Jim Whitaker, the first American to climb Mt. Everest, once said: “You can never conquer the mountain. You can only conquer yourself.” Yet, when the vast majority of people encounter obstacles to their goals, or difficulties on the journey of life, they tend to put their focus on the mountain - things that they cannot control, things outside of themselves - rather than turning inward, taking responsibility and conquering the self. That process of conquering the self is another name for that priceless quality of personality we call self-discipline. And, in this priceless collection of great ideas in sound from the world leader in personal development, Nightingale-Conant, you will be provided with all of the essential tools of self-discipline to conquer the self in every major arena of life. Welcome to The Ultimate Self-Discipline Library: How to Eliminate Excuses and Take Charge of Your Life!",Unknown,Unknown,,Unknown,,Both,1,0,0,the ultimate self-discipline library: how to eliminate excuses and take charge of your life!,larry winget,0-50,904
The Ultimate Zig Ziglar Library,Zig Ziglar,4.0,4.0,1.0,0.6931471805599453,2008.0,"""You can get everything in life you want if you will just help enough other people get what they want."" This statement defining a philosophy of success, wealth and happiness is perhaps the most famous quote of legendary speaker, author, and businessman Zig Ziglar. Yet the monumental legacy of this incredible man can hardly be summarized by a single quote or idea. For Zig Ziglar was truly a giant in the field of personal development.",Personal Success | Personal Development & Self-Help,",#1,435 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#221 in Personal Success,#3,195 in Personal Development & Self-Help",1435.0,14 hours and 10 minutes,850.0,Both,1,1,1,the ultimate zig ziglar library,zig ziglar,0-50,436
The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,4.4,4.4,300.0,5.707110264748875,11862.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the upside of irrationality: the unexpected benefits of defying logic at work and at home,dan ariely,201-500,0
"The Vanishing Stair: Truly Devious Series, Book 2",Maureen Johnson,4.7,4.7,397.0,5.986452005284438,13345.0,New York Times and Publishers Weekly best seller!,Mystery & Detective Fiction for Teens | Thrillers & Suspense for Teens | Horror Fiction for Teens,",#2,207 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Mystery & Detective Fiction for Teens,#2 in Thrillers & Suspense for Teens,#3 in Horror Fiction for Teens",2207.0,9 hours and 13 minutes,553.0,Both,1,1,1,"the vanishing stair: truly devious series, book 2",maureen johnson,201-500,49
The Wealth of Nations,Adam Smith,4.6,4.6,460.0,6.133398042996649,2847.0,"The Wealth of Nations, first published in 1776, is the first book of modern political economy and still provides the foundation for the study of that discipline. An Enquiry into the Nature and Causes of the Wealth of Nations, to give it is full title, was an immediate best seller and has since rightfully claimed its place in the Western intellectual canon. Its author, Adam Smith (1723-1790), was one of the brightest stars of the 18th-century Scottish Enlightenment.",Economic History | Economic Theory | Theory & Philosophy,",#1,245 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Economic History (Audible Audiobooks & Originals),#10 in Economic Theory (Audible Audiobooks & Originals),#65 in Theory & Philosophy",1245.0,41 hours and 58 minutes,2518.0,Both,1,1,1,the wealth of nations,adam smith,201-500,469
The Wind-Up Bird Chronicle,Haruki Murakami,4.4,4.4,1164.0,7.060476365999801,2719.0,Unknown,"Literary Fiction | Crime, Thriller & Mystery (Books) | Contemporary Fiction (Books)",",#1,269 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#74 in Literary Fiction,#1,636 in Crime, Thriller & Mystery (Books),#2,352 in Contemporary Fiction (Books)",1269.0,26 hours and 6 minutes,1566.0,Both,0,1,1,the wind-up bird chronicle,haruki murakami,1001+,0
The Wisdom of Your Cells: How Your Beliefs Control Your Biology,Bruce H. Lipton Ph.D.,4.6,4.6,43.0,3.784189633918261,1875.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the wisdom of your cells: how your beliefs control your biology,bruce h. lipton ph.d.,0-50,0
The Witch of Portobello,Paulo Coelho,4.4,4.4,355.0,5.87493073085203,10873.0,"The Witch of Portobello is the story of a mysterious woman named Athena, told by the many who knew her well - or hardly at all.",Fairy Tale Fantasy | Women's Fiction | Literary Fiction,",#3,235 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#18 in Fairy Tale Fantasy,#75 in Women's Fiction,#189 in Literary Fiction",3235.0,8 hours and 9 minutes,489.0,Advanced Only,1,1,1,the witch of portobello,paulo coelho,201-500,127
The Woman in the Window,A. J. Finn,4.3,4.3,11498.0,9.350015354048663,8735.0,What did she see?,Urban Fiction | Amateur Sleuth Mysteries | Psychological Thrillers,",#1,647 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Urban Fiction,#9 in Amateur Sleuth Mysteries,#26 in Psychological Thrillers",1647.0,13 hours and 42 minutes,822.0,Advanced Only,1,1,1,the woman in the window,a. j. finn,1001+,17
"The World as Will And Idea, Volume 1",Leighton Pugh,1.0,1.0,1.0,0.6931471805599453,1530.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"the world as will and idea, volume 1",leighton pugh,0-50,0
The World's Best Classic Short Stories,O. Henry,,4.5,0.0,0.0,1898.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the world's best classic short stories,o. henry,0-50,0
The World's Worst Teachers,David Walliams,4.8,4.8,2310.0,7.745435610274381,5373.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the world's worst teachers,david walliams,1001+,0
The Zahir,Paulo Coelho,4.4,4.4,409.0,6.016157159698354,5709.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the zahir,paulo coelho,201-500,0
"Theater of the Imagination, Volume II",Clarissa Pinkola Estes,5.0,5.0,6.0,1.9459101490553128,1640.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"theater of the imagination, volume ii",clarissa pinkola estes,0-50,0
Think BIG and Kick Ass in Business and Life,Donald J. Trump,4.6,4.6,558.0,6.326149473155099,9390.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,think big and kick ass in business and life,donald j. trump,501-1000,0
