Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group
Yuval Noah Harari: Audible Sessions: FREE Exclusive Interview,Robin Morgan,4.7,4.7,18.0,2.9444389791664403,0.0,"Professor Yuval Noah Harari is a lecturer at the Department of History at the Hebrew University of Jerusalem. Gaining his PhD from Oxford University, he has published several books and articles. His most recent works comprise the international bestseller Sapiens: A Brief History of Humankind and, most recently Homo Deus: A Brief History of Tomorrow.",Biographies of Authors,",#9 Free in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biographies of Authors",,19 minutes,19.0,Both,1,1,1,yuval noah harari: audible sessions: free exclusive interview,robin morgan,0-50
Brer Rabbit Again,Enid Blyton,4.7,4.7,17.0,2.8903717578961645,664.0,"Brer Rabbit will never learn! He loves to play jokes and tricks and set traps for his friends - but once in a while, they beat him at his own game!",Children's Literature & Fiction (Books),",#8,001 in Children's Literature & Fiction (Books)",,4 hours and 55 minutes,295.0,Both,1,1,1,brer rabbit again,enid blyton,0-50
Humanocracy: Creating Organizations as Amazing as the People Inside Them,Gary Hamel,4.7,4.7,17.0,2.8903717578961645,938.0,"In a world of unrelenting change and unprecedented challenges, we need organizations that are resilient and daring.",Negotiating | Workplace Culture | Organisational Behaviour,",#1,500 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Negotiating,#16 in Workplace Culture,#23 in Organisational Behaviour",1500.0,11 hours and 14 minutes,674.0,Advanced Only,1,1,1,humanocracy: creating organizations as amazing as the people inside them,gary hamel,0-50
My Dear Bessie: A Love Story in Letters: A BBC Radio 4 Adaptation,Chris Barker,4.7,4.7,16.0,2.833213344056216,615.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,my dear bessie: a love story in letters: a bbc radio 4 adaptation,chris barker,0-50
Cybersecurity Program Development for Business: The Essential Planning Guide,Chris Moschovitis,4.7,4.7,15.0,2.772588722239781,586.0,"This essential guide, with its dozens of examples and case studies, breaks down every element of the development and management of a cybersecurity program for the executive. From understanding the need, to core risk management principles, to threats, tools, roles, and responsibilities, this book walks the listener through each step of developing and implementing a cybersecurity program. From beginning to end, it's a thorough overview, but it can also function as a useful reference audiobook as individual questions and difficulties arise.",Leadership | Industries | Analysis & Strategy,",#3,563 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#161 in Leadership,#945 in Industries,#5,872 in Analysis & Strategy",3563.0,9 hours and 9 minutes,549.0,Both,1,1,1,cybersecurity program development for business: the essential planning guide,chris moschovitis,0-50
The Art of Noticing: Rediscover What Really Matters to You,Rob Walker,4.7,4.7,15.0,2.772588722239781,752.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the art of noticing: rediscover what really matters to you,rob walker,0-50
At the Eleventh Hour: The Biography of Swami Rama,Pandit Rajmani Tigunait Ph.D.,4.7,4.7,14.0,2.70805020110221,444.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,at the eleventh hour: the biography of swami rama,pandit rajmani tigunait ph.d.,0-50
"Napoleon Hill's Keys to Positive Thinking: 10 Steps to Health, Wealth, and Success",Napoleon Hill,4.7,4.7,14.0,2.70805020110221,352.0,"Four words that make all the difference: ""I can do it.""",Personal Success | Personal Development & Self-Help,",#4,058 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#546 in Personal Success,#8,536 in Personal Development & Self-Help",4058.0,3 hours and 20 minutes,200.0,Both,1,1,1,"napoleon hill's keys to positive thinking: 10 steps to health, wealth, and success",napoleon hill,0-50
"The Curse of the Ancient Emerald: Hardy Boys Adventures, Book 9",Franklin W. Dixon,4.7,4.7,14.0,2.70805020110221,305.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the curse of the ancient emerald: hardy boys adventures, book 9",franklin w. dixon,0-50
Politics,Aristotle,4.7,4.7,13.0,2.6390573296152584,266.0,"Aristotle's Politics is a work of political philosophy. The end of Aristotle’s Nicomachean Ethics declared that the inquiry into ethics necessarily follows into politics, and the two works are frequently considered to be parts of a larger treatise, or perhaps connected lectures, dealing with the philosophy of human affairs.",Political Science | Social Sciences | Philosophy,",#2,383 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#27 in Political Science (Audible Audiobooks & Originals),#86 in Social Sciences (Audible Audiobooks & Originals),#119 in Philosophy (Audible Audiobooks & Originals)",2383.0,8 hours and 19 minutes,499.0,Both,1,1,1,politics,aristotle,0-50
"The Great Indoors: The Surprising Science of How Buildings Shape Our Behavior, Health, and Happiness",Emily Anthes,4.7,4.7,12.0,2.5649493574615367,1172.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the great indoors: the surprising science of how buildings shape our behavior, health, and happiness",emily anthes,0-50
The Power of Belonging: Discovering the Confidence to Lead with Vulnerability,Will van der Hart,4.7,4.7,12.0,2.5649493574615367,585.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,the power of belonging: discovering the confidence to lead with vulnerability,will van der hart,0-50
Blackadder: The Complete Collected Series,Ben Elton,4.7,4.7,10.0,2.3978952727983707,1093.0,"The complete soundtracks of all four Blackadder series, plus over three hours of specials and extras.",Humorous Fiction | Humour (Books) | Literature & Fiction (Books),",#5,309 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#52 in Humorous Fiction,#2,147 in Humour (Books),#32,210 in Literature & Fiction (Books)",5309.0,15 hours and 3 minutes,903.0,Advanced Only,1,1,1,blackadder: the complete collected series,ben elton,0-50
Mindfulness in Plain English,Bhante Henepola Gunaratana,4.7,4.7,10.0,2.3978952727983707,668.0,"With over a quarter of a million copies sold, Mindfulness in Plain English is one of the most influential books in the burgeoning field of mindfulness and a timeless classic introduction to meditation. This is a book that people listen to, love, and share - a book that people talk about, write about, reflect on, and return to over and over again.",Theravada Buddhism | Buddhist Philosophy & Practice | Eastern Philosophy,",#1,037 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Theravada Buddhism,#9 in Buddhist Philosophy & Practice,#15 in Eastern Philosophy",1037.0,6 hours and 12 minutes,372.0,Advanced Only,1,1,1,mindfulness in plain english,bhante henepola gunaratana,0-50
The Silva Method: Tapping the Secrets of the Mind for Total Self-Mastery,Ph.D Robert B. Stone,4.7,4.7,10.0,2.3978952727983707,1439.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the silva method: tapping the secrets of the mind for total self-mastery,ph.d robert b. stone,0-50
Jeevan Ek Anveshan [Explore Life],J. Krishnamurti,4.7,4.7,9.0,2.302585092994046,836.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,jeevan ek anveshan [explore life],j. krishnamurti,0-50
"Corporate Finance: The Ultimate Guide to Financial Reporting, Business Valuation, Risk Management, Financial Management, and Financial Statements",Greg Shields,4.7,4.7,8.0,2.19722457733622,836.0,If you want to learn about corporate finance but don't feel like reading boring textbooks then keep reading....,Education | Money & Finance | Education (Books),",#703 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Education (Audible Audiobooks & Originals),#79 in Money & Finance,#358 in Education (Books)",703.0,12 hours and 31 minutes,751.0,Both,1,1,1,"corporate finance: the ultimate guide to financial reporting, business valuation, risk management, financial management, and financial statements",greg shields,0-50
Culture Shift: A Practical Guide to Managing Organizational Culture,Kirsty Bashforth,4.7,4.7,8.0,2.19722457733622,645.0,"Today, stakeholder consideration focuses as much on an organisation's culture as it does on the bottom line - employees want to work for a company that has clear values and an engaging environment; customers and clients want to know they’re supporting a worthwhile brand; and investors increasingly look to back socially responsible companies with good organisational health. Yet internally, culture is too often still regarded as an add-on, a one-off moment of focus or a distraction from the real day to day business. And when it is given that real focus, the approaches adopted to manage it can prove costly and campaign-like, leading to only temporary emphasis and shift.",Unknown,Unknown,,Unknown,,Advanced Only,1,0,0,culture shift: a practical guide to managing organizational culture,kirsty bashforth,0-50
Dubliners: Penguin Classics,James Joyce,4.7,4.7,8.0,2.19722457733622,683.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,dubliners: penguin classics,james joyce,0-50
In the House of the Riddle Mother: The Most Common Archetypal Motifs in Women's Dreams,Clarissa Pinkola Estés PhD,4.7,4.7,8.0,2.19722457733622,328.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,in the house of the riddle mother: the most common archetypal motifs in women's dreams,clarissa pinkola estés phd,0-50
"The Drone Pursuit: Tom Swift Inventors' Academy, Book 1",Victor Appleton,4.7,4.7,8.0,2.19722457733622,351.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the drone pursuit: tom swift inventors' academy, book 1",victor appleton,0-50
Put Your Intuition to Work: How to Supercharge Your Inner Wisdom to Think Fast and Make Great Decisions,Lynn A. Robinson,4.7,4.7,7.0,2.079441541679836,468.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,put your intuition to work: how to supercharge your inner wisdom to think fast and make great decisions,lynn a. robinson,0-50
Sex for One: The Joy of Self-Loving,Betty Dodson,4.7,4.7,7.0,2.079441541679836,501.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,sex for one: the joy of self-loving,betty dodson,0-50
This Audiobook Will Send You to Sleep,Bruce Alexander,4.7,4.7,7.0,2.079441541679836,683.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,this audiobook will send you to sleep,bruce alexander,0-50
"Tree House Mystery: The Boxcar Children Mysteries, Book 14",Gertrude Chandler Warner,4.7,4.7,7.0,2.079441541679836,301.0,"The Alden children are helping their neighbors build a tree house. From the tree house, the children discover they can see into the attic of the house next door...and they notice a window that not even their neighbors know about! Does the old house have a secret?",Unknown,Unknown,,Unknown,,Both,1,0,0,"tree house mystery: the boxcar children mysteries, book 14",gertrude chandler warner,0-50
The Middle Way: The Story of Buddhism,Jinananda,4.7,4.7,6.0,1.9459101490553128,539.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the middle way: the story of buddhism,jinananda,0-50
Queeristan: LGBTQ Inclusion in the Indian Workplace,Parmesh Shahani,4.7,4.7,5.0,1.791759469228055,836.0,The reading down of Section 377 by the Supreme Court in 2018 has led to a fundamental shift in the rights of India’s LGBTQ citizens and necessitated policy changes across the board - not least in the conservative world of Indian business.,LGBT Studies | Gender Issues | Workplace Culture,",#442 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in LGBT Studies,#2 in Gender Issues,#8 in Workplace Culture",442.0,11 hours and 49 minutes,709.0,Both,1,1,1,queeristan: lgbtq inclusion in the indian workplace,parmesh shahani,0-50
Mindfulness: Where It Comes from and What It Means,Sarah Shaw,4.7,4.7,4.0,1.6094379124341005,492.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,mindfulness: where it comes from and what it means,sarah shaw,0-50
The Comic Book Mystery: The Boxcar Children Mysteries,Gertrude Chandler Warner,4.7,4.7,4.0,1.6094379124341005,284.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the comic book mystery: the boxcar children mysteries,gertrude chandler warner,0-50
"The Finders Keepers Mystery: The Boxcar Children Mysteries, Book 99",Gertrude Chandler Warner,4.7,4.7,4.0,1.6094379124341005,284.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the finders keepers mystery: the boxcar children mysteries, book 99",gertrude chandler warner,0-50
The Intimate Marriage,R. C. Sproul,4.7,4.7,4.0,1.6094379124341005,659.0,"Dr. R.C. Sproul takes a practical, pastoral look at the most intimate of human relationships. He shows that if we follow God’s principles, marriage can be a celebration of joyous intimacy - one of life’s greatest delights. Dr. Sproul examines not only the theology of marriage but also its sociology and psychology, covering such topics as communication, gender roles, and sex.",Christian Marriage & Relationships | Marriage | Christianity (Books),",#4,566 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Christian Marriage & Relationships,#13 in Marriage,#1,723 in Christianity (Books)",4566.0,2 hours and 24 minutes,144.0,Both,1,1,1,the intimate marriage,r. c. sproul,0-50
"The Movie Star Mystery: The Boxcar Children Mysteries, Book 69",Gertrude Chandler Warner,4.7,4.7,3.0,1.3862943611198906,284.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"the movie star mystery: the boxcar children mysteries, book 69",gertrude chandler warner,0-50
"The Mystery at the Crooked House: The Boxcar Children Mysteries, Book 79",Gertrude Chandler Warner,4.7,4.7,3.0,1.3862943611198906,284.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the mystery at the crooked house: the boxcar children mysteries, book 79",gertrude chandler warner,0-50
"Creative Mythology: The Masks of God, Volume IV",Joseph Campbell,4.6,4.6,35.0,3.58351893845611,1005.0,Explore the power of myth as it exploded from medieval Europe into the modern world,Folklore & Mythology Studies | Philosophy History | Society & Culture (Books),",#3,860 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Folklore & Mythology Studies,#18 in Philosophy History,#2,812 in Society & Culture (Books)",3860.0,28 hours and 55 minutes,1735.0,Advanced Only,1,1,1,"creative mythology: the masks of god, volume iv",joseph campbell,0-50
"Mergers & Acquisitions from A to Z, Fourth Edition",Andrew J. Sherman,4.6,4.6,35.0,3.58351893845611,703.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,"mergers & acquisitions from a to z, fourth edition",andrew j. sherman,0-50
"What the Bible Says about Love, Marriage & Sex: The Song of Solomon",David Jeremiah,4.6,4.6,35.0,3.58351893845611,500.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"what the bible says about love, marriage & sex: the song of solomon",david jeremiah,0-50
"Broken Open: Mountains, Demons, Treadmills and a Search for Nirvana",David Clark,4.6,4.6,34.0,3.555348061489413,836.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"broken open: mountains, demons, treadmills and a search for nirvana",david clark,0-50
Hunted by the Sky,Tanaz Bhathena,4.6,4.6,33.0,3.5263605246161616,1055.0,"Exploring identity, class struggles, and high-stakes romance, Tanaz Bhathena's Hunted by the Sky is a gripping adventure set in a world inspired by medieval India.",Historical Fantasy for Teens | Fantasy Romance for Teens,",#3,503 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Historical Fantasy for Teens,#8 in Fantasy Romance for Teens",3503.0,13 hours and 40 minutes,820.0,Both,1,1,1,hunted by the sky,tanaz bhathena,0-50
The Anatomy of Success: Management Lessons from a Surgeon,Rakesh Sinha,4.6,4.6,33.0,3.5263605246161616,668.0,"How different will people's lives be if they approach success the same way the medical profession does, as if it were a matter of life and death? What can medicine teach us about beating the odds? In our jobs and our work lives, do we genuinely do the best we can?",Personal Success | Personal Development & Self-Help,",#519 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#104 in Personal Success,#1,365 in Personal Development & Self-Help",519.0,6 hours and 10 minutes,370.0,Both,1,1,1,the anatomy of success: management lessons from a surgeon,rakesh sinha,0-50
Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation,Damian Ryan,4.6,4.6,33.0,3.5263605246161616,1005.0,"The world of digital media is changing at a phenomenal pace. Constantly evolving technologies are transforming not just how we access our information but how we interact and communicate with one another on a global scale. Understanding Digital Marketing is a practical, no-nonsense guide to web-marketing, the rules of new media and researching the new generation of digital consumers. Clear, informative and entertaining, it covers key topics such as search marketing, social media, Google, mobile marketing, affiliate marketing, email marketing, performance marketing, customer engagement and digital marketing strategies.",Advertising | Marketing | Internet & Social Media (Books),",#864 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Advertising,#27 in Marketing (Audible Audiobooks & Originals),#63 in Internet & Social Media (Books)",864.0,16 hours and 1 minute,961.0,Both,1,1,1,understanding digital marketing: marketing strategies for engaging the digital generation,damian ryan,0-50
